id_bin	bin	CDS_total	CDS_hypothetical	X16S	X23S	X5S	unique_tRNA	checkm_marker_lineage	Completeness	Contamination	Strain_heterogeneity	Genome_size_bp	ambiguous_bases	scaffolds	contigs	N50_scaffolds_	N50_contigs_	Mean_scaffold_length_bp	Mean_contig_length_bp	Longest_scaffold_bp	Longest_contig_bp	GC	GC_std_scaffolds__1kbp	Coding_density	predicted_genes	gtdb_classification	fastani_ani	fastani_af	closest_placement_reference	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	msa_percent	red_value	gtdb_warning	silva_taxonomy	mags_workflow_name	mags_workflow_date	MAG_status	cov_long	cov_ilm	Rabund_long	Rabund_ilm	cmseq_covered_bases	cmseq_polymorphic_bases	percent_snp_rate	cMAG_status	kaiju_domain	kaiju_phylum	AMR_count	VIR_count	secondary_cluster
pbccs-il_bin.0163	bin.0163	2149	918	3	3	3	20	c__Clostridia (UID1085)	93.59	0.72	0	2176781	0	3	3	761706	761706	725593	725593	914130	914130	41.2	0.28	87.71	2089	d__Bacteria;p__Firmicutes_B;c__Peptococcia;o__DRI-13;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes_B;c__Peptococcia;o__DRI-13;f__;g__;s__	taxonomic classification fully defined by topology	93.94	0.6607492875731225	N/A	JQ087171.1.1449 Bacteria;Firmicutes;uncultured;uncultured Clostridiales bacterium	pbccs-il	2022-02-23	HQ	32.978024	24.932247	0.60062635	0.51131856	2098581	1827	0.0870588268930292	N	Bacteria	 Firmicutes	0	0	90_1
pbccs-il_bin.0164	bin.0164	1924	771	2	2	2	21	k__Bacteria (UID209)	89.83	1.69	0	1815086	36	24	24	105088	105075	75628	75627	171916	171914	53.4	1.96	88.73	1898	d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__54-24;g__54-24;s__54-24 sp001508935	95.49	0.77	GCA_001508935.1	95.49	0.77	d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__;g__;s__	taxonomic classification defined by topology and ANI	77.65	N/A	N/A	LDZS01000618.26.1545 Bacteria;Synergistota;Synergistia;Synergistales;Synergistaceae;JGI-0000079-D21;terrestrial metagenome	pbccs-il	2022-02-23	MQ	3.9965255	3.0784948	0.07278843	0.06313477	23986	215	0.896356207787876	N	Bacteria	 Synergistetes	0	0	5_1
pbccs-il_bin.0165	bin.0165	2559	1111	4	4	4	21	o__Clostridiales (UID1120)	98.89	5.59	100	2592176	5	19	19	313620	313617	136430	136430	761714	761714	35	0.92	88.12	2469	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Sedimentibacteraceae;g__Sedimentibacter;s__Sedimentibacter sp003483345	96.97	0.66	GCA_003483345.1	96.97	0.66	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Sedimentibacteraceae;g__Sedimentibacter;s__	taxonomic classification defined by topology and ANI	91.22	N/A	N/A	FJ825486.1.1364 Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Sedimentibacteraceae;Sedimentibacter;uncultured bacterium	pbccs-il	2022-02-23	MQ	17.88082	10.096355	0.32566208	0.20705932	1277756	21553	1.68678527042722	N	Bacteria	 Firmicutes	0	0	88_1
pbccs-il_bin.0166	bin.0166	2468	1201	3	3	3	21	p__Firmicutes (UID239)	95.1	2.78	0	2668013	1	7	7	1699102	1699102	381144	381144	1699102	1699102	54.1	0.33	85.64	2380	d__Bacteria;p__Firmicutes_G;c__SHA-98;o__DTUO25;f__DTU025;g__UBA10085;s__UBA10085 sp012842765	99.27	0.94	GCA_012842765.1	99.27	0.94	d__Bacteria;p__Firmicutes_G;c__SHA-98;o__DTUO25;f__DTU025;g__UBA10085;s__	taxonomic classification defined by topology and ANI	91.09	N/A	N/A	EU878336.1.1532 Bacteria;Firmicutes;Incertae Sedis;DTU014;uncultured bacterium	pbccs-il	2022-02-23	HQ	47.152027	37.61073	0.8587764	0.77133304	2553870	20633	0.807911130950283	N	Bacteria	 Firmicutes	3	0	94_1
pbccs-il_bin.0167	bin.0167	1399	585	2	1	1	13	p__Firmicutes (UID1022)	60.35	2.03	0	1344605	8	18	18	100198	100195	74700	74699	197379	197379	43	1.14	87.27	1411	d__Bacteria;p__Firmicutes_G;c__SHA-98;o__UBA4971;f__UBA4971;g__UBA4971;s__UBA4971 sp012689375	99.18	0.79	GCA_012689375.1	99.18	0.79	d__Bacteria;p__Firmicutes_G;c__SHA-98;o__UBA4971;f__UBA4971;g__UBA4971;s__	taxonomic classification defined by topology and ANI	58.29	N/A	N/A	HQ156080.1.1394 Bacteria;Firmicutes;Incertae Sedis;DTU014;uncultured prokaryote	pbccs-il	2022-02-23	MQ	3.5603638	2.2578924	0.064844646	0.04630559	17809	413	2.31905216463586	N	Bacteria	 Firmicutes	0	0	72_0
pbccs-il_bin.0168	bin.0168	2367	1168	3	3	3	20	k__Bacteria (UID209)	98.31	1.39	27.27	2985624	0	2	2	1697184	1697184	1492812	1492812	1697184	1697184	51.6	0.5	84.91	2349	d__Bacteria;p__Thermotogota;c__Thermotogae;o__MWEM01;f__MWEM01;g__MWEM01;s__MWEM01 sp002071085	99.52	0.97	GCA_002071085.1	99.52	0.97	d__Bacteria;p__Thermotogota;c__Thermotogae;o__MWEM01;f__MWEM01;g__MWEM01;s__	taxonomic classification defined by topology and ANI	93.29	N/A	N/A	FPLM01001840.10.1533 Bacteria;Thermotogota;Thermotogae;Petrotogales;Petrotogaceae;SC103;metagenome	pbccs-il	2022-02-23	HQ	16.941092	19.055708	0.30854687	0.39080063	2827584	878	0.0310512437473122	N	Bacteria	 Firmicutes	0	0	18_1
pbccs-il_bin.0169	bin.0169	1553	955	0	0	0	12	k__Bacteria (UID1452)	38.58	0	0	1777300	63	31	31	84235	84235	57332	57330	222605	222599	59.5	1.68	87.75	1583	d__Bacteria;p__Armatimonadota;c__UBA5377;o__UBA5377;f__JABLXH01;g__;s__	N/A	N/A	GCA_013178155.1	76.13	0.07	d__Bacteria;p__Armatimonadota;c__UBA5377;o__UBA5377;f__;g__;s__	taxonomic classification defined by topology and ANI	39.11	0.7934232801457842	N/A	NA	pbccs-il	2022-02-23	LQ	3.2627382	2.1019142	0.059424017	0.04310674	12531	187	1.49229909823637	N	Bacteria	 Firmicutes	0	0	NA
pbccs-il_bin.0170	bin.0170	2821	1216	2	2	2	20	c__Clostridia (UID1085)	96.67	3.83	50	2826935	107	14	14	487879	487864	201923	201916	572192	572170	46.2	1.56	86.18	2782	d__Bacteria;p__Firmicutes_B;c__Syntrophomonadia;o__Syntrophomonadales;f__Syntrophomonadaceae;g__DTU018;s__DTU018 sp002305535	98.61	0.92	GCA_002305535.1	98.61	0.92	d__Bacteria;p__Firmicutes_B;c__Syntrophomonadia;o__Syntrophomonadales;f__Syntrophomonadaceae;g__DTU018;s__	taxonomic classification defined by topology and ANI	88.82	N/A	N/A	FJ825457.1.1386 Bacteria;Firmicutes;Syntrophomonadia;Syntrophomonadales;Syntrophomonadaceae;Syntrophomonas;uncultured bacterium	pbccs-il	2022-02-23	HQ	5.67687	4.2877812	0.10339242	0.0879352	167838	3451	2.0561493821423	N	Bacteria	 Firmicutes	0	0	153_1
pbccs-il_bin.0171	bin.0171	3033	1716	2	2	2	20	k__Bacteria (UID2570)	98.36	7.16	66.67	4036862	15	13	13	1069607	1069604	310527	310526	1091639	1091639	49.6	1.39	90.29	3149	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Dysgonomonadaceae;g__Fermentimonas;s__Fermentimonas sp012838585	99.18	0.98	GCA_012838585.1	99.18	0.98	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Dysgonomonadaceae;g__Fermentimonas;s__	taxonomic classification defined by topology and ANI	93.35	N/A	N/A	EF559172.1.1492 Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Dysgonomonadaceae;Fermentimonas;uncultured bacterium	pbccs-il	2022-02-23	MQ	8.101389	10.336803	0.14755002	0.2119905	2304227	22917	0.994563469658154	N	Bacteria	 Bacteroidetes	1	0	136_1
pbccs-il_bin.0172	bin.0172	1606	660	2	0	0	15	k__Bacteria (UID209)	81.36	11.86	50	1543562	38	25	25	98593	98593	61742	61740	276306	276293	58.2	4.02	89.44	1602	d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Thermovirgaceae;g__58-81;s__	N/A	N/A	GCA_002070395.1	89.99	0.72	d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Thermovirgaceae;g__58-81;s__	taxonomic classification defined by topology and ANI	61.78	0.9865349975199517	Genome has more than 10.0% of markers with multiple hits	FPLM01000554.1.1353 Bacteria;Synergistota;Synergistia;Synergistales;Synergistaceae;Thermovirga;metagenome	pbccs-il	2022-02-23	Contaminated	9.001792	8.020415	0.163949	0.16448528	225543	1767	0.78344262513135	N	Bacteria	 Synergistetes	0	0	NA
pbccs-il_bin.0173	bin.0173	1547	678	2	0	0	13	c__Clostridia (UID1118)	78.5	0	0	1549804	42	23	23	147674	147674	67382	67380	182898	182895	40.2	2.17	86.27	1533	d__Bacteria;p__Firmicutes_A;c__Mahellia_A;o__Caldicoprobacterales;f__DTU083;g__UBA3906;s__UBA3906 sp002391555	99.09	0.69	GCA_002391555.1	99.09	0.69	d__Bacteria;p__Firmicutes_A;c__Mahellia_A;o__Caldicoprobacterales;f__DTU083;g__;s__	taxonomic classification defined by topology and ANI	68.97	N/A	N/A	CZCA01008031.3025.4535 Bacteria;Firmicutes;Clostridia;Caldicoprobacterales;Caldicoprobacteraceae;Caldicoprobacter;anaerobic digester metagenome	pbccs-il	2022-02-23	MQ	3.738603	2.9112675	0.06809091	0.059705216	37970	958	2.52304450882275	N	Bacteria	 Firmicutes	0	0	105_1
pbccs-il_bin.0174	bin.0174	2704	1481	2	2	1	20	k__Bacteria (UID2495)	95.51	2.25	0	2901852	44	1	1	2901852	2901808	2901852	2901808	2901852	2901808	44.6	0	87.32	2673	d__Bacteria;p__Spirochaetota;c__UBA4802;o__UBA4802;f__UBA5550;g__JAAYBQ01;s__	N/A	N/A	GCA_012730035.1	88.86	0.73	d__Bacteria;p__Spirochaetota;c__UBA4802;o__UBA4802;f__UBA5550;g__;s__	taxonomic classification defined by topology and ANI	91.88	0.9723551726597823	Genome not assigned to closest species as it falls outside its pre-defined ANI radius	EU887797.1.1511 Bacteria;Spirochaetota;Leptospirae;Leptospirales;Leptospiraceae;RBG-16-49-21;uncultured Leptospira sp.	pbccs-il	2022-02-23	HQ	9.203612	5.4899783	0.16762473	0.11259025	307167	146	0.0475311475516576	Y	Bacteria	 Bacteroidetes	0	0	67_1
pbccs-il_bin.0175	bin.0175	1595	825	2	2	2	16	f__Spirochaetaceae (UID2535)	76.7	2.1	80	1675923	18	30	30	65910	65907	55864	55863	158956	158956	38.2	1.02	91.46	1586	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__JAAZLA01;s__JAAZLA01 sp012799545	98.98	0.8	GCA_012799545.1	98.98	0.8	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__;s__	taxonomic classification defined by topology and ANI	61.25	N/A	N/A	KC555222.1.1512 Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Spirochaetaceae;Treponema;uncultured Treponema sp.	pbccs-il	2022-02-23	MQ	5.156852	4.8377957	0.09392136	0.09921509	147398	2836	1.92404238863485	N	Bacteria	 Spirochaetes	0	0	11_1
pbccs-il_bin.0176	bin.0176	3499	1877	1	1	2	20	k__Bacteria (UID203)	100	2.82	100	4269524	0	8	8	1470761	1470761	533690	533690	1494282	1494282	44.8	2.25	90.46	3450	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__VadinHA17;g__LD21;s__	N/A	N/A	GCA_012522155.1	83.59	0.89	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__VadinHA17;g__LD21;s__	taxonomic classification defined by topology and ANI	95.41	0.9848985094422903	Genome not assigned to closest species as it falls outside its pre-defined ANI radius	KF990102.1.1488 Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidetes vadinHA17;uncultured bacterium	pbccs-il	2022-02-23	HQ	62.052914	37.437366	1.1301652	0.7677776	4250973	1057	0.0248648956368342	N	Bacteria	 Bacteroidetes	0	0	135_1
pbccs-il_bin.0177	bin.0177	791	312	1	1	1	6	c__Clostridia (UID1085)	30.37	0	0	724242	13	14	14	83373	83373	51731	51730	109152	109152	45.5	1.08	86.06	801	d__Bacteria;p__Firmicutes_B;c__Syntrophomonadia;o__Syntrophomonadales;f__Syntrophomonadaceae;g__DTU018;s__	N/A	N/A	GCA_003444615.1	98.04	0.52	d__Bacteria;p__Firmicutes_B;c__Syntrophomonadia;o__Syntrophomonadales;f__Syntrophomonadaceae;g__DTU018;s__	taxonomic classification defined by topology and ANI	41.45	0.9992534483177292	N/A	FJ825442.1.1389 Bacteria;Firmicutes;Syntrophomonadia;Syntrophomonadales;Syntrophomonadaceae;Syntrophomonas;uncultured bacterium	pbccs-il	2022-02-23	LQ	3.449175	1.8763096	0.06281957	0.03847997	6844	269	3.93045002922268	N	Bacteria	 Firmicutes	0	0	NA
pbccs-il_bin.0178	bin.0178	1231	535	2	2	2	20	k__Bacteria (UID2328)	98	0	0	1400341	0	5	5	716091	716091	280068	280068	716091	716091	31.4	0.38	91.89	1201	d__Bacteria;p__Firmicutes;c__Bacilli;o__Acholeplasmatales;f__Acholeplasmataceae;g__DUQW01;s__DUQW01 sp012515785	98.01	0.92	GCA_012515785.1	98.01	0.92	d__Bacteria;p__Firmicutes;c__Bacilli;o__Acholeplasmatales;f__Acholeplasmataceae;g__DUQW01;s__	taxonomic classification defined by topology and ANI	86.34	N/A	N/A	GQ132727.1.1338 Bacteria;Firmicutes;Bacilli;Acholeplasmatales;Acholeplasmataceae;Acholeplasma;uncultured bacterium	pbccs-il	2022-02-23	HQ	20.072844	34.191296	0.36558527	0.70120615	1316620	6465	0.491030061824976	N	Bacteria	 Firmicutes	0	0	28_1
pbccs-il_bin.0179	bin.0179	1795	944	1	1	1	20	k__Bacteria (UID2565)	87.57	2.15	0	1724033	0	9	9	1238306	1238306	191559	191559	1238306	1238306	37.4	12.54	94.27	1710	d__Bacteria;p__Omnitrophota;c__Koll11;o__GIF10;f__UBA6249;g__GCA-002774445;s__	N/A	N/A	GCA_002774445.1	76.34	0.15	d__Bacteria;p__Omnitrophota;c__Koll11;o__GIF10;f__UBA6249;g__;s__	taxonomic classification defined by topology and ANI	78.26	0.894669604061462	N/A	AF407201.1.1446 Bacteria;Verrucomicrobiota;Omnitrophia;Omnitrophales;Omnitrophaceae;Candidatus Omnitrophus;uncultured bacterium	pbccs-il	2022-02-23	MQ	70.666695	117.39732	1.2870474	2.4076223	1717272	1015	0.0591053717757001	N	Bacteria	 Spirochaetes	0	0	124_1
pbccs-il_bin.0180	bin.0180	896	524	1	1	1	20	k__Bacteria (UID203)	78.13	0	0	849689	0	6	6	715422	715422	141614	141614	715422	715422	34.7	3.06	92.94	852	d__Bacteria;p__Patescibacteria;c__Dojkabacteria;o__SC72;f__SC72;g__UBA3081;s__UBA3081 sp012800885	98.71	0.93	GCA_012800885.1	98.71	0.93	d__Bacteria;p__Patescibacteria;c__Dojkabacteria;o__SC72;f__SC72;g__UBA3081;s__	taxonomic classification defined by topology and ANI	70.48	N/A	N/A	EU542449.1.1528 Bacteria;Patescibacteria;Dojkabacteria;uncultured bacterium	pbccs-il	2022-02-23	MQ	23.829908	18.529238	0.4340124	0.3800036	768270	2246	0.292345139078709	N	Bacteria	 Deferribacteres	0	0	3_1
pbccs-il_bin.0181	bin.0181	1917	829	2	2	2	20	k__Bacteria (UID2570)	98.36	14.01	100	2224526	3	25	25	172450	172450	88981	88980	374818	374818	41.8	1.26	89.7	1882	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Dysgonomonadaceae;g__UBA4179;s__UBA4179 sp002381125	97.47	0.77	GCA_002381125.1	97.47	0.77	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Dysgonomonadaceae;g__UBA4179;s__	taxonomic classification defined by topology and ANI	90.77	N/A	N/A	CZCA01000836.15.1544 Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Dysgonomonadaceae;Proteiniphilum;anaerobic digester metagenome	pbccs-il	2022-02-23	Contaminated	66.59448	40.413124	1.2128805	0.82880545	1945016	21618	1.11145615254579	N	Bacteria	 Bacteroidetes	0	0	NA
pbccs-il_bin.0182	bin.0182	371	193	0	1	1	7	k__Bacteria (UID2329)	22.8	1.12	0	314658	0	8	8	75449	75449	39332	39332	87036	87036	30.2	2.48	84.76	359	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Paceibacterales;f__UBA5633;g__UBA2558;s__	N/A	N/A	GCA_002340425.1	96.08	0.26	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Paceibacterales;f__UBA5633;g__;s__	taxonomic classification defined by topology and ANI	28.23	0.9693923817936492	N/A	NA	pbccs-il	2022-02-23	LQ	2.6810067	1.0329294	0.04882898	0.021183651	798	24	3.00751879699248	N	Bacteria	 Fusobacteria	0	0	NA
pbccs-il_bin.0183	bin.0183	2882	1325	1	1	1	21	c__Deltaproteobacteria (UID3216)	94.19	3.23	0	3059167	5	9	9	506520	506515	339907	339906	794541	794541	63.3	1.01	87.77	2817	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__UBA4778;g__UBA2192;s__UBA2192 sp012728915	99.93	0.98	GCA_012728915.1	99.93	0.98	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__UBA4778;g__UBA2192;s__	taxonomic classification defined by topology and ANI	90.51	N/A	N/A	CU925038.1.1379 Bacteria;Desulfobacterota;Syntrophia;Syntrophales;uncultured;uncultured bacterium	pbccs-il	2022-02-23	HQ	29.934437	29.796143	0.54519373	0.61106896	3002177	3913	0.130338750846469	N	Bacteria	 Proteobacteria	0	0	148_1
pbccs-il_bin.0184	bin.0184	671	401	1	1	1	6	k__Bacteria (UID1452)	18.21	0	0	633200	44	22	22	29076	29076	28781	28779	59708	59708	62.9	1.68	86.13	681	d__Bacteria;p__Armatimonadota;c__UBA5377;o__UBA5377;f__FEN-943;g__FEN-943;s__	N/A	N/A	GCA_003170595.1	76.36	0.04	d__Bacteria;p__Armatimonadota;c__UBA5377;o__UBA5377;f__;g__;s__	taxonomic classification defined by topology and ANI	22.99	0.8603607414243897	N/A	LC124751.1.1472 Bacteria;Hydrogenedentes;Hydrogenedentia;Hydrogenedentiales;Hydrogenedensaceae;uncultured bacterium	pbccs-il	2022-02-23	LQ	2.7442229	1.1543578	0.04998033	0.023673944	1658	142	8.56453558504222	N	Bacteria	 Proteobacteria	0	0	NA
r104_bin.0000	bin.0000	2215	1238	2	2	0	20	p__Bacteroidetes (UID2605)	95.95	5.95	21.43	2512613	0	27	27	394558	394558	93059	93059	484141	484141	29.8	6.28	86.94	2135	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__DTU049;g__DTU049;s__DTU049 sp001512885	99.94	0.99	GCA_001512885.1	99.94	0.99	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__DTU049;g__DTU049;s__	taxonomic classification defined by topology and ANI	88.52	N/A	N/A	CZCB01007045.46.1566 Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;Lentimicrobiaceae;Lentimicrobium;anaerobic digester metagenome	r104	2021-11-03	MQ	20.453644	15.9543295	0.53571033	0.33433655	1857075	6895	0.371282796871424	N	Bacteria	 Bacteroidetes	0	0	126_1
r104_bin.0001	bin.0001	2485	1143	2	2	2	12	o__Clostridiales (UID1125)	95.1	1.03	50	2394301	0	114	114	39373	39373	21002	21002	135814	135814	35.3	2.22	84.69	2503	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__;s__	taxonomic classification fully defined by topology	84.4	0.8088313678516618	N/A	GQ133078.1.1391 Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;W5053;uncultured bacterium	r104	2021-11-03	MQ	7.329372	10.515247	0.19196679	0.22035596	1157956	11977	1.03432254766157	N	Bacteria	 Firmicutes	1	0	81_1
r104_bin.0002	bin.0002	4405	2539	2	0	0	20	p__Firmicutes (UID239)	68.76	10.29	15.38	3242460	0	225	225	19939	19939	14410	14410	131961	131961	49.6	1.3	83.03	4715	d__Bacteria;p__Firmicutes_G;c__Limnochordia;o__DTU087;f__DTU087;g__JAAYSL01;s__	N/A	N/A	GCA_012518315.1	91.93	0.64	d__Bacteria;p__Firmicutes_G;c__Limnochordia;o__DTU087;f__DTU087;g__;s__	taxonomic classification defined by topology and ANI	49.55	0.9670360480593675	Genome has more than 11.7% of markers with multiple hits	HQ156138.1.1370 Bacteria;Firmicutes;Limnochordia;Limnochordales;uncultured;uncultured prokaryote	r104	2021-11-03	Contaminated	5.9044867	7.844562	0.154647	0.16438948	1208549	82964	6.86476096542217	N	Bacteria	 Firmicutes	0	0	NA
r104_bin.0003	bin.0003	1819	904	2	2	2	20	p__Bacteroidetes (UID2605)	93.71	0.95	0	2028047	0	6	6	1360876	1360876	338007	338007	1360876	1360876	45.7	3.17	94.25	1795	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__DMER64;s__	N/A	N/A	GCA_012839605.1	81.63	0.75	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__DMER64;s__	taxonomic classification defined by topology and ANI	95.35	0.9873976643840924	Genome not assigned to closest species as it falls outside its pre-defined ANI radius	EF559196.1.1483 Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae;uncultured;uncultured bacterium	r104	2021-11-03	HQ	53.628372	93.408104	1.4046042	1.9574463	2007038	3020	0.150470494330451	N	Bacteria	 Bacteroidetes	0	0	128_1
r104_bin.0004	bin.0004	2658	1588	1	1	1	18	f__Spirochaetaceae (UID2535)	77.68	3.75	25	2205166	0	130	130	22580	22580	16962	16962	83955	83955	38.7	3.95	85.49	2860	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__JAAZLA01;s__JAAZLA01 sp012799545	98.35	0.87	GCA_012799545.1	98.35	0.87	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__;s__	taxonomic classification defined by topology and ANI	60.21	N/A	N/A	KC555222.1.1512 Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Spirochaetaceae;Treponema;uncultured Treponema sp.	r104	2021-11-03	MQ	5.149205	4.934278	0.13486508	0.103401996	223481	4768	2.13351470594816	N	Bacteria	 Spirochaetes	0	0	11_1
r104_bin.0005	bin.0005	2283	1457	0	0	0	13	k__Bacteria (UID2569)	61.43	1.08	50	1772150	0	109	109	24053	24053	16258	16258	63441	63441	30.6	1.29	83.38	2514	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__ML635J-15;g__Bact-19;s__Bact-19 sp002412425	98.66	0.87	GCA_002412425.1	98.66	0.87	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__ML635J-15;g__Bact-19;s__	taxonomic classification defined by topology and ANI	45.58	N/A	N/A	NA	r104	2021-11-03	MQ	4.3853655	2.8580532	0.11485902	0.059892938	42935	1084	2.52474671014324	N	Bacteria	 Bacteroidetes	1	0	118_1
r104_bin.0006	bin.0006	2582	1139	4	3	3	20	p__Firmicutes (UID241)	85.28	3.95	12.5	2317460	0	89	89	42980	42980	26038	26038	167307	167307	52.8	1.85	89.5	2654	d__Bacteria;p__Firmicutes_G;c__Limnochordia;o__DTU010;f__DTU010;g__UBA5420;s__UBA5420 sp012518325	99.42	0.9	GCA_012518325.1	99.42	0.9	d__Bacteria;p__Firmicutes_G;c__Limnochordia;o__DTU010;f__DTU010;g__UBA5420;s__	taxonomic classification defined by topology and ANI	82.01	N/A	N/A	HQ156145.1.1410 Bacteria;Firmicutes;Limnochordia;MBA03;uncultured prokaryote	r104	2021-11-03	MQ	8.497662	16.103973	0.22256595	0.33747247	2026044	12185	0.601418330500226	N	Bacteria	 Firmicutes	0	0	75_1
r104_bin.0007	bin.0007	1270	646	1	1	1	18	k__Bacteria (UID2329)	97.75	6.18	100	1286609	0	26	26	135644	135644	49484	49484	337470	337470	36	3.01	90.96	1227	d__Bacteria;p__Firmicutes;c__Bacilli;o__RFN20;f__CAG-826;g__UBA1361;s__UBA1361 sp002306335	99.25	0.9	GCA_002306335.1	99.25	0.9	d__Bacteria;p__Firmicutes;c__Bacilli;o__RFN20;f__CAG-826;g__UBA1361;s__	taxonomic classification defined by topology and ANI	84.16	N/A	N/A	MWCB01000006.811.2332 Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelatoclostridiaceae;UCG-004;Tenericutes bacterium ADurb.Bin239	r104	2021-11-03	MQ	441.99216	305.88107	11.576409	6.409998	1261182	6853	0.543379147498141	N	Bacteria	 Firmicutes	0	0	31_1
r104_bin.0008	bin.0008	4457	2835	2	1	1	20	k__Bacteria (UID2565)	93.08	1.7	50	4519674	0	64	64	132573	132573	70619	70619	318204	318204	59.4	1.64	86.1	4611	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Sedimentisphaerales;f__Anaerohalophaeraceae;g__B28-G16;s__	N/A	N/A	GCA_003644175.1	76.27	0.11	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Sedimentisphaerales;f__Anaerohalophaeraceae;g__;s__	taxonomic classification defined by topology and ANI	72.8	0.8934695663897835	N/A	KT223178.1.1480 Bacteria;Planctomycetota;Phycisphaerae;MSBL9;SG8-4;uncultured bacterium	r104	2021-11-03	HQ	11.596243	15.552326	0.30372226	0.32591224	3798798	8250	0.217173958710097	N	Bacteria	 Planctomycetes	0	0	144_1
r104_bin.0009	bin.0009	1792	1073	1	1	1	19	k__Bacteria (UID2495)	67.22	3.3	66.67	1755734	0	70	70	34729	34729	25081	25081	86403	86403	50.9	1.89	85.21	1899	d__Bacteria;p__Cloacimonadota;c__Cloacimonadia;o__Cloacimonadales;f__Cloacimonadaceae;g__UBA3900;s__UBA3900 sp002391675	96.64	0.76	GCA_002391675.1	96.64	0.76	d__Bacteria;p__Cloacimonadota;c__Cloacimonadia;o__Cloacimonadales;f__Cloacimonadaceae;g__UBA3900;s__	taxonomic classification defined by topology and ANI	57.1	N/A	N/A	JX102010.1.1365 Bacteria;Cloacimonadota;Cloacimonadia;Cloacimonadales;W27;uncultured Cloacimonetes bacterium	r104	2021-11-03	MQ	4.6705523	7.427461	0.12232847	0.15564877	571413	27611	4.83205667354435	N	Bacteria	 Candidatus Cloacimonetes	0	0	132_1
