bin	CDS_total	CDS_hypothetical	X16S	X23S	X5S	unique_tRNA	checkm_marker_lineage	Completeness	Contamination	Strain_heterogeneity	Genome_size_bp	ambiguous_bases	scaffolds	contigs	N50_scaffolds_	N50_contigs_	Mean_scaffold_length_bp	Mean_contig_length_bp	Longest_scaffold_bp	Longest_contig_bp	GC	GC_std_scaffolds__1kbp	Coding_density	predicted_genes	gtdb_classification	fastani_ani	fastani_af	closest_placement_reference	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	msa_percent	red_value	gtdb_warning	silva_taxonomy	mags_workflow_name	mags_workflow_date	mags_workflow_mode	MAG_status	cmseq_covered_bases	cmseq_polymorphic_bases	percent_snp_rate	cMAG_status	kaiju_domain	kaiju_phylum	AMR_count	VIR_count	cov_il	cov_pb	cov_r9	cov_r104	r_abund_il	r_abund_pb	r_abund_r9	r_abund_r104	cluster	unalligned_bp	genome_frac	dup_ratio	Ns_per_100kb	MMs_per_100kb	Indels_per_100kb
r104-il_bin.0005	1908	1015	2	2	2	20	k__Bacteria (UID2495)	80.8	1.12	100	1897426	10	77	77	43885	43885	24641	24641	93659	93659	32.6	1.5	86.38	1896	d__Bacteria;p__Spirochaetota;c__UBA6919;o__GWB1-36-13;f__GWB1-36-13;g__;s__	N/A	N/A	GCA_001829155.1	76.07	0.05	d__Bacteria;p__Spirochaetota;c__UBA6919;o__;f__;g__;s__	taxonomic classification defined by topology and ANI	79.04	0.7586277393390728	N/A	FMJJ01000012.131284.134557 Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus cereus	r104-il	2021-11-02	Nanopore R10.4 + Illumina	MQ	228035	961	0.421426535400268	N	Bacteria	 Firmicutes	1	0	5.400711	5.3099294	21.067421	6.165126	0.1132206	0.102380656	0.17409408	0.16237172	36_1	54189	86.727	1.008	0.53	119.15	38.62
r104-il_bin.0006	2055	869	2	1	1	14	o__Clostridiales (UID1120)	94	0	0	2090111	0	53	53	96017	96017	39436	39436	171568	171568	35.2	1.32	88.74	2034	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Sedimentibacteraceae;g__Sedimentibacter;s__	N/A	N/A	GCA_003483345.1	97.24	0.63	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Sedimentibacteraceae;g__Sedimentibacter;s__	taxonomic classification defined by topology and ANI	89.78	0.9984046645569638	N/A	FJ825486.1.1364 Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Sedimentibacteraceae;Sedimentibacter;uncultured bacterium	r104-il	2021-11-02	Nanopore R10.4 + Illumina	MQ	1488547	35200	2.3647221082035	N	Bacteria	 Firmicutes	0	0	13.270788	21.127504	29.010427	8.023008	0.27820903	0.40735906	0.23973241	0.21130301	77_1	227577	71.463	1.005	0	486.17	32.39
r104-il_bin.0007	803	346	1	1	0	12	o__Clostridiales (UID1212)	39.34	0.67	0	791497	1	56	56	18054	18054	14133	14133	68824	68824	43.9	2.01	88.03	833	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__DTU033;s__	N/A	N/A	GCA_002409375.1	89.04	0.72	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__DTU033;s__	taxonomic classification defined by topology and ANI	47.31	0.9792220139843015	Genome not assigned to closest species as it falls outside its pre-defined ANI radius	GU389757.1.1325 Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;uncultured;uncultured bacterium	r104-il	2021-11-02	Nanopore R10.4 + Illumina	LQ	98522	954	0.968311646129798	N	Bacteria	 Firmicutes	1	0	5.691973	6.423904	11.19883	3.7467096	0.119326614	0.12385918	0.09254336	0.09867757	NA	NA	NA	NA	NA	NA	NA
r104-il_bin.0008	595	272	1	1	1	20	k__Bacteria (UID203)	69.1	0	0	549156	0	9	9	91542	91542	61017	61017	212914	212914	32.5	1.89	86.05	550	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA6257;f__UBA6257;g__;s__	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA6257;f__UBA6257;g__;s__	taxonomic classification fully defined by topology	61.76	0.7700606692390325	N/A	DQ330672.1.1380 Bacteria;Patescibacteria;WWE3;uncultured Parcubacteria group bacterium	r104-il	2021-11-02	Nanopore R10.4 + Illumina	MQ	171020	3264	1.90854870775348	N	Bacteria	 Actinobacteria	0	0	7.725485	15.212115	21.985697	5.4157896	0.16195719	0.29330453	0.1816824	0.14263634	6_1	56176	90.598	1.004	0	410.77	65.4
r104-il_bin.0009	1884	846	1	1	1	21	k__Bacteria (UID209)	86.44	1.69	0	1908100	16	68	68	47023	47023	28060	28060	105454	105454	37.1	7.47	83.62	1885	d__Bacteria;p__Caldatribacteriota;c__JS1;o__SB-45;f__UBA6794;g__UBA6794;s__	N/A	N/A	GCA_012520575.1	77.06	0.15	d__Bacteria;p__Caldatribacteriota;c__JS1;o__SB-45;f__UBA6794;g__UBA6794;s__	taxonomic classification defined by topology and ANI	76.85	0.8746164121402774	N/A	HQ184008.1.1509 Bacteria;Caldatribacteriota;JS1;uncultured bacterium	r104-il	2021-11-02	Nanopore R10.4 + Illumina	MQ	605340	31041	5.12786202795123	N	Bacteria	 Firmicutes	0	0	7.229366	11.596986	20.77189	6.025867	0.15155654	0.22360127	0.17165191	0.15870403	95_1	274487	67.892	1.003	0.84	696.45	69.76
r104-il_bin.0010	2885	1644	3	4	4	20	o__Clostridiales (UID1120)	83.54	1.05	50	3007884	4	118	118	59249	59249	25490	25490	122489	122488	40	1.57	90.47	2875	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__UBA1212;f__UBA1257;g__DUPL01;s__DUPL01 sp012838385	99.45	0.83	GCA_012838385.1	99.45	0.83	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__UBA1212;f__UBA1257;g__DUPL01;s__	taxonomic classification defined by topology and ANI	82.99	N/A	N/A	KC846014.1.1506 Bacteria;Firmicutes;Clostridia;Hungateiclostridiaceae;Ruminiclostridium;uncultured bacterium	r104-il	2021-11-02	Nanopore R10.4 + Illumina	MQ	1628486	11187	0.686957087748989	N	Bacteria	 Firmicutes	0	0	11.007219	8.145587	27.464958	8.500654	0.23075552	0.15705493	0.22696118	0.22388282	107_1	195013	76.68	1.019	0.13	147.29	15.33
r104-il_bin.0011	2424	1557	4	3	4	15	p__Firmicutes (UID239)	42.42	5.15	0	2273164	16	296	296	10317	10317	7679	7679	38805	38805	55.9	1.56	85.8	2590	d__Bacteria;p__Firmicutes_G;c__Limnochordia;o__DTU080;f__DTU080;g__;s__	N/A	N/A	GCA_012838035.1	97.14	0.09	d__Bacteria;p__Firmicutes_G;c__Limnochordia;o__DTU080;f__DTU080;g__;s__	taxonomic classification defined by topology and ANI	33.77	0.7824103459149223	Genome has more than 10.0% of markers with multiple hits	KP150680.1.1496 Bacteria;Firmicutes;Incertae Sedis;DTU014;uncultured bacterium	r104-il	2021-11-02	Nanopore R10.4 + Illumina	LQ	160304	7735	4.82520710649765	N	Bacteria	 Firmicutes	0	0	3.9419706	2.282448	7.2326555	3.637261	0.08263953	0.04400784	0.059768233	0.09579501	NA	NA	NA	NA	NA	NA	NA
r104-il_bin.0012	3321	2088	2	2	2	20	k__Bacteria (UID2982)	87.84	3.13	10	4257862	24	162	162	41702	41702	26283	26282	204080	204078	60.1	2.59	88.68	3382	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__RFP12;f__UBA1067;g__DUPH01;s__DUPH01 sp012838435	99.33	0.88	GCA_012838435.1	99.33	0.88	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__RFP12;f__UBA1067;g__DUPH01;s__	taxonomic classification defined by topology and ANI	78.4	N/A	N/A	MWEJ01000500.13.1569 Bacteria;Verrucomicrobiota;Kiritimatiellae;WCHB1-41;Verrucomicrobia bacterium ADurb.Bin070	r104-il	2021-11-02	Nanopore R10.4 + Illumina	MQ	1197611	12435	1.03831711632575	N	Bacteria	 Proteobacteria	0	0	7.4913344	4.2807217	17.35755	7.9334555	0.15704845	0.08253652	0.14343695	0.20894444	27_1	605994	84.564	1.023	0.56	241.72	35.58
r104-il_bin.0013	1906	1009	1	1	1	19	k__Bacteria (UID2565)	69.32	3.17	20	2011410	16	142	142	19498	19497	14164	14164	61333	61324	53.4	2.13	87.62	1975	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Sedimentisphaerales;f__Anaerohalophaeraceae;g__T3Sed10-213;s__T3Sed10-213 sp012519365	98.4	0.65	GCA_012519365.1	98.4	0.65	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Sedimentisphaerales;f__Anaerohalophaeraceae;g__T3Sed10-213;s__	taxonomic classification defined by topology and ANI	58.45	N/A	N/A	GQ138312.1.1394 Bacteria;Planctomycetota;Phycisphaerae;MSBL9;KCLunmb-38-53;uncultured bacterium	r104-il	2021-11-02	Nanopore R10.4 + Illumina	MQ	169901	1105	0.650378749977928	N	Bacteria	 Planctomycetes	0	0	5.4201465	3.9081302	10.058245	4.232606	0.11362803	0.07535259	0.083117954	0.111474685	191_1	255942	57.157	1.008	0.8	116.07	45.49
r104-il_bin.0014	2531	1055	4	6	4	21	o__Clostridiales (UID1120)	99.07	2.1	100	2556785	13	18	18	254524	254524	142043	142042	411694	411694	38.9	0.94	88.58	2440	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Sedimentibacteraceae;g__Sedimentibacter;s__Sedimentibacter sp012520455	99.91	0.99	GCA_012520455.1	99.91	0.99	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Sedimentibacteraceae;g__Sedimentibacter;s__	taxonomic classification defined by topology and ANI	95.29	N/A	N/A	FJ825495.1.1386 Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Sedimentibacteraceae;Sedimentibacter;uncultured bacterium	r104-il	2021-11-02	Nanopore R10.4 + Illumina	HQ	2478748	8076	0.325809642609898	N	Bacteria	 Firmicutes	0	0	72.03893	107.60791	149.60608	31.304674	1.5102253	2.0747862	1.2362944	0.8244752	76_1	237348	88.404	1.022	0.51	65.66	8.81
r104-il_bin.0015	702	343	1	1	1	19	k__Bacteria (UID203)	76.41	1.72	0	716701	0	6	6	178367	178367	119450	119450	269238	269238	34.1	0.7	92.83	668	d__Bacteria;p__Patescibacteria;c__Dojkabacteria;o__SC72;f__SC72;g__UBA3081;s__UBA3081 sp012800885	98.71	0.9	GCA_012800885.1	98.71	0.9	d__Bacteria;p__Patescibacteria;c__Dojkabacteria;o__SC72;f__SC72;g__UBA3081;s__	taxonomic classification defined by topology and ANI	68.85	N/A	N/A	EU542449.1.1528 Bacteria;Patescibacteria;Dojkabacteria;uncultured bacterium	r104-il	2021-11-02	Nanopore R10.4 + Illumina	MQ	637926	1180	0.184974432771199	N	Bacteria	 Firmicutes	0	0	16.18137	24.593878	47.606606	11.604044	0.33922648	0.47419414	0.393405	0.3056172	16_1	8488	83.214	1.002	0	7.21	0.71
r104-il_bin.0016	2275	960	1	2	2	20	p__Firmicutes (UID241)	87.43	3.48	25	2400401	13	100	100	35279	35279	24004	24003	94972	94972	49.6	1.31	88.13	2316	d__Bacteria;p__Firmicutes_G;c__Limnochordia;o__DTU087;f__DTU087;g__JAAZMF01;s__	N/A	N/A	GCA_012798955.1	84.5	0.65	d__Bacteria;p__Firmicutes_G;c__Limnochordia;o__DTU087;f__DTU087;g__JAAZMF01;s__	taxonomic classification defined by topology and ANI	88.8	0.9651794145269615	Genome not assigned to closest species as it falls outside its pre-defined ANI radius	KX672709.1.1394 Bacteria;Firmicutes;Limnochordia;Limnochordales;uncultured;uncultured Clostridia bacterium	r104-il	2021-11-02	Nanopore R10.4 + Illumina	MQ	1130742	12248	1.08318254738924	N	Bacteria	 Firmicutes	0	0	9.706011	9.885445	19.897442	5.772814	0.20347697	0.19060108	0.16442578	0.15203933	128_1	232034	65.466	1.009	0.54	178.09	20.56
r104-il_bin.0017	1598	718	2	2	2	20	k__Bacteria (UID2328)	98.67	1.33	0	1749243	0	17	17	228792	228792	102896	102896	278199	278199	47.5	2.48	90.75	1549	d__Bacteria;p__Firmicutes;c__Bacilli;o__ML615J-28;f__CAG-698;g__UBA3946;s__UBA3946 sp002385755	99.55	0.96	GCA_002385755.1	99.55	0.96	d__Bacteria;p__Firmicutes;c__Bacilli;o__ML615J-28;f__CAG-698;g__UBA3946;s__	taxonomic classification defined by topology and ANI	91.03	N/A	N/A	JF417903.1.1492 Bacteria;Firmicutes;Bacilli;Izemoplasmatales;uncultured bacterium	r104-il	2021-11-02	Nanopore R10.4 + Illumina	HQ	1705395	12432	0.728980676031066	N	Bacteria	 Firmicutes	0	0	64.7448	33.03591	185.30101	70.643166	1.357311	0.63696486	1.5312653	1.8605381	55_1	129605	90.3	1.022	0	68.06	7.7
r104-il_bin.0018	1136	737	0	0	0	11	p__Firmicutes (UID239)	21.43	2.94	0	1132195	1	100	100	15902	15902	11321	11321	57669	57669	56.4	2	86.81	1200	d__Bacteria;p__Firmicutes_G;c__SHA-98;o__DTUO25;f__DTU025;g__UBA5389;s__	N/A	N/A	GCA_002409965.1	83.95	0.14	d__Bacteria;p__Firmicutes_G;c__SHA-98;o__DTUO25;f__DTU025;g__;s__	taxonomic classification defined by topology and ANI	31.76	0.9158935450488412	N/A	NA	r104-il	2021-11-02	Nanopore R10.4 + Illumina	LQ	348355	14000	4.01888877725309	N	Bacteria	 Firmicutes	0	0	7.8496065	5.9809093	14.481851	5.312949	0.16455927	0.11531781	0.119673155	0.13992783	NA	NA	NA	NA	NA	NA	NA
r104-il_bin.0019	1668	942	1	1	2	19	p__Euryarchaeota (UID3)	86.16	0.81	100	1589060	8	86	86	29923	29923	18477	18477	76151	76151	58.7	1.89	87.95	1710	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomassiliicoccaceae;g__DTU008;s__DTU008 sp001512965	99.62	0.88	GCA_001512965.1	99.62	0.88	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomassiliicoccaceae;g__DTU008;s__	taxonomic classification defined by topology and ANI	76.41	N/A	N/A	LFRW01000036.25222.26657 Archaea;Thermoplasmatota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccaceae;Methanomassiliicoccus;Methanomicrobia archaeon DTU008	r104-il	2021-11-02	Nanopore R10.4 + Illumina	MQ	222129	1558	0.701394234881533	N	Archaea	 Euryarchaeota	0	0	6.020238	1.2488263	16.364422	8.570146	0.12620836	0.024078598	0.13523008	0.22571303	52_1	NA	NA	NA	NA	NA	NA
r104-il_bin.0020	2296	1005	2	2	2	12	o__Clostridiales (UID1125)	97.26	1.03	50	2416150	1	116	116	39373	39373	20828	20828	135804	135804	35.3	2.26	86	2313	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__;s__	taxonomic classification fully defined by topology	90.15	0.8087042485722192	N/A	GQ133078.1.1391 Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;W5053;uncultured bacterium	r104-il	2021-11-02	Nanopore R10.4 + Illumina	MQ	1172389	11848	1.01058607680557	N	Bacteria	 Firmicutes	1	0	10.499743	12.64352	22.874866	7.3362427	0.22011678	0.2437795	0.1890302	0.19321558	93_1	NA	NA	NA	NA	NA	NA
r104-il_bin.0021	1665	759	1	1	1	19	o__Clostridiales (UID1120)	83.69	4.37	50	1901062	0	19	19	204988	204988	100055	100055	304210	304210	50.3	1.45	89.1	1626	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Saccharofermentanales;f__DTU023;g__UBA4923;s__UBA4923 sp012799695	99.06	0.93	GCA_012799695.1	99.06	0.93	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Saccharofermentanales;f__DTU023;g__UBA4923;s__	taxonomic classification defined by topology and ANI	84.32	N/A	N/A	KC846031.1.1493 Bacteria;Firmicutes;Clostridia;Hungateiclostridiaceae;Fastidiosipila;uncultured bacterium	r104-il	2021-11-02	Nanopore R10.4 + Illumina	MQ	1896085	11936	0.629507643380967	N	Bacteria	 Firmicutes	0	0	411.73483	579.4898	683.0196	196.37729	8.631616	11.173133	5.644244	5.1720138	153_1	110454	82.371	1.045	0	116.81	10.5
r104-il_bin.0022	2737	1454	2	2	2	20	p__Bacteroidetes (UID2605)	96.19	1.9	0	3308608	0	8	8	1150048	1150048	413576	413576	1260938	1260938	44.3	2.02	89.14	2670	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__BBW3;g__MWFE01;s__MWFE01 sp002071445	99.95	0.99	GCA_002071445.1	99.95	0.99	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__BBW3;g__;s__	taxonomic classification defined by topology and ANI	96.09	N/A	N/A	HM748809.1.1486 Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Williamwhitmaniaceae;Blvii28 wastewater-sludge group;uncultured bacterium	r104-il	2021-11-02	Nanopore R10.4 + Illumina	HQ	3305324	896	0.0271077812644086	N	Bacteria	 Bacteroidetes	1	0	263.67517	215.92108	785.11255	258.2443	5.52769	4.163171	6.4879065	6.801413	163_1	60869	99.034	1	0	0.18	2.25
r104-il_bin.0023	2808	1338	3	3	3	21	p__Firmicutes (UID239)	94.12	4.74	16.67	3034696	0	30	30	403864	403864	101156	101156	926294	926294	55.3	1.49	86.52	2746	d__Bacteria;p__Firmicutes_G;c__SHA-98;o__DTUO25;f__DTU025;g__UBA10085;s__UBA10085 sp003456765	99.06	0.94	GCA_003456765.1	99.06	0.94	d__Bacteria;p__Firmicutes_G;c__SHA-98;o__DTUO25;f__DTU025;g__UBA10085;s__	taxonomic classification defined by topology and ANI	89.36	N/A	N/A	JX456451.1.1502 Bacteria;Firmicutes;Incertae Sedis;DTU014;uncultured Clostridiales bacterium	r104-il	2021-11-02	Nanopore R10.4 + Illumina	HQ	2916119	44471	1.52500635262141	N	Bacteria	 Firmicutes	0	0	41.360203	48.01251	74.035164	20.593527	0.8670759	0.92572844	0.61180174	0.5423744	104_1	643965	89.472	1.021	0	177.88	11.45
r104-il_bin.0024	2374	1420	1	1	1	20	p__Euryarchaeota (UID54)	96.08	1.31	0	2413097	0	22	22	195698	195698	109686	109686	496224	496224	58.8	1.93	86.36	2354	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoculleaceae;g__Methanoculleus;s__Methanoculleus sp012797575	99.18	0.98	GCA_012797575.1	99.18	0.98	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoculleaceae;g__Methanoculleus;s__	taxonomic classification defined by topology and ANI	95.59	N/A	N/A	AB494253.1.1436 Archaea;Halobacterota;Methanomicrobia;Methanomicrobiales;Methanomicrobiaceae;Methanoculleus;uncultured archaeon	r104-il	2021-11-02	Nanopore R10.4 + Illumina	HQ	2340564	40116	1.71394586945711	N	Archaea	 Euryarchaeota	0	0	51.33196	7.232191	148.23277	76.58556	1.0761241	0.13944376	1.2249458	2.0170438	41_1	243987	87.767	1.012	0	269.12	24.97
r104-il_bin.0025	1827	731	2	2	2	20	p__Firmicutes (UID239)	91.18	0.49	0	1953053	0	8	8	496685	496685	244131	244131	508698	508698	49.7	0.71	86.47	1756	d__Bacteria;p__Firmicutes_G;c__SHA-98;o__UBA4971;f__UBA4971;g__UBA4971;s__UBA4971 sp900019985	99.87	0.93	GCA_900019985.1	99.87	0.93	d__Bacteria;p__Firmicutes_G;c__SHA-98;o__UBA4971;f__UBA4971;g__UBA4971;s__	taxonomic classification defined by topology and ANI	91.76	N/A	N/A	CZCB01000884.131.1652 Bacteria;Firmicutes;Incertae Sedis;DTU014;anaerobic digester metagenome	r104-il	2021-11-02	Nanopore R10.4 + Illumina	HQ	1929517	14156	0.733655106433372	N	Bacteria	 Firmicutes	0	0	33.525776	41.38662	61.56103	15.706314	0.70283484	0.7979747	0.5087196	0.41365921	112_1	24235	89.688	1.007	0	66.29	7.67
r104-il_bin.0026	1450	701	0	0	0	14	k__Bacteria (UID2328)	90.67	2.67	50	1571206	4	61	61	42314	42314	25757	25757	119207	119207	42.5	2.06	91.08	1454	d__Bacteria;p__Firmicutes;c__Bacilli;o__ML615J-28;f__CAG-313;g__UBA1427;s__UBA1427 sp002329485	99.58	0.84	GCA_002329485.1	99.58	0.84	d__Bacteria;p__Firmicutes;c__Bacilli;o__ML615J-28;f__CAG-313;g__UBA1427;s__	taxonomic classification defined by topology and ANI	82.05	N/A	N/A	NA	r104-il	2021-11-02	Nanopore R10.4 + Illumina	MQ	529021	5589	1.05647979947866	N	Bacteria	 Firmicutes	0	0	8.182413	3.1027172	28.517756	10.646085	0.17153624	0.059823442	0.23566113	0.2803873	59_1	670033	66.663	1.009	0.25	889.93	89.91
r104-il_bin.0027	2161	950	2	2	2	20	p__Firmicutes (UID239)	83.01	5.88	66.67	2302306	0	19	19	224040	224040	121174	121174	322005	322005	49.8	1.05	86.66	2098	d__Bacteria;p__Firmicutes_G;c__SHA-98;o__UBA4971;f__UBA4971;g__UBA4971;s__UBA4971 sp012841305	97.67	0.77	GCA_012841305.1	97.67	0.77	d__Bacteria;p__Firmicutes_G;c__SHA-98;o__UBA4971;f__UBA4971;g__UBA4971;s__	taxonomic classification defined by topology and ANI	85.84	N/A	N/A	HQ156080.1.1394 Bacteria;Firmicutes;Incertae Sedis;DTU014;uncultured prokaryote	r104-il	2021-11-02	Nanopore R10.4 + Illumina	MQ	2235266	44900	2.00870947797712	N	Bacteria	 Firmicutes	0	0	95.03083	112.90067	180.92636	45.51351	1.9922279	2.1768358	1.4951146	1.1986952	116_1	NA	NA	NA	NA	NA	NA
r104-il_bin.0028	2441	1131	2	2	2	21	p__Firmicutes (UID241)	94.92	1.55	0	2507974	1	29	29	254340	254340	86481	86481	398673	398673	51.2	3.61	88.02	2408	d__Bacteria;p__DTU030;c__DTU030;o__DUMP01;f__DUMP01;g__DUNI01;s__DUNI01 sp012837285	99.09	0.91	GCA_012837285.1	99.09	0.91	d__Bacteria;p__DTU030;c__DTU030;o__DUMP01;f__DUMP01;g__DUNI01;s__	taxonomic classification defined by topology and ANI	93.29	N/A	N/A	HQ155055.1.1385 Bacteria;Firmicutes;Incertae Sedis;Gelria;uncultured prokaryote	r104-il	2021-11-02	Nanopore R10.4 + Illumina	HQ	2478969	22749	0.917679890309237	N	Bacteria	 Firmicutes	0	0	61.33287	73.61827	107.98382	26.813286	1.2857833	1.4194326	0.8923419	0.706185	158_1	545845	81.225	1.006	0.04	175.52	7.89
r104-il_bin.0029	1363	710	1	1	1	19	k__Bacteria (UID2495)	68.13	3.3	66.67	1681285	3	67	67	34842	34842	25093	25093	86397	86397	50.9	1.69	87.98	1353	d__Bacteria;p__Cloacimonadota;c__Cloacimonadia;o__Cloacimonadales;f__Cloacimonadaceae;g__UBA3900;s__UBA3900 sp002391675	97.09	0.77	GCA_002391675.1	97.09	0.77	d__Bacteria;p__Cloacimonadota;c__Cloacimonadia;o__Cloacimonadales;f__Cloacimonadaceae;g__UBA3900;s__	taxonomic classification defined by topology and ANI	65.63	N/A	N/A	JX102010.1.1365 Bacteria;Cloacimonadota;Cloacimonadia;Cloacimonadales;W27;uncultured Cloacimonetes bacterium	r104-il	2021-11-02	Nanopore R10.4 + Illumina	MQ	559551	25952	4.63800439995639	N	Bacteria	 Candidatus Cloacimonetes	0	0	7.6039314	8.787239	16.4232	4.6781173	0.15940894	0.1694266	0.13571581	0.12320817	183_1	NA	NA	NA	NA	NA	NA
r104-il_bin.0030	1836	922	2	2	2	18	k__Bacteria (UID2328)	92	0	0	1827412	0	44	44	129276	129276	41532	41532	268467	268467	46.1	5.91	89.87	1760	d__Bacteria;p__Firmicutes;c__Bacilli;o__ML615J-28;f__CAG-698;g__DTU067;s__DTU067 sp001512995	99.5	0.84	GCA_001512995.1	99.5	0.84	d__Bacteria;p__Firmicutes;c__Bacilli;o__ML615J-28;f__CAG-698;g__DTU067;s__	taxonomic classification defined by topology and ANI	85.39	N/A	N/A	FN667374.1.1462 Bacteria;Firmicutes;Bacilli;Izemoplasmatales;uncultured compost bacterium	r104-il	2021-11-02	Nanopore R10.4 + Illumina	HQ	1490605	7643	0.5127448250878	N	Bacteria	 Firmicutes	0	0	16.559814	7.061059	46.90471	17.977648	0.34716022	0.13614416	0.3876047	0.47347957	57_1	315600	79.026	1.004	0	44.17	4.65
r104-il_bin.0031	783	373	0	0	0	10	k__Bacteria (UID2328)	58.22	1.33	0	725550	5	61	61	15839	15839	11894	11894	37690	37690	30.1	1.68	91.13	823	d__Bacteria;p__Firmicutes;c__Bacilli;o__ML615J-28;f__CAG-698;g__DUNF01;s__	N/A	N/A	GCA_012839485.1	95.89	0.62	d__Bacteria;p__Firmicutes;c__Bacilli;o__ML615J-28;f__CAG-698;g__DUNF01;s__	taxonomic classification defined by topology and ANI	52.83	0.9989289107093576	Genome not assigned to closest species as it falls outside its pre-defined ANI radius	NA	r104-il	2021-11-02	Nanopore R10.4 + Illumina	MQ	11675	276	2.36402569593148	N	Bacteria	 Firmicutes	0	0	2.7588944	2.1626508	13.378708	5.516893	0.05783751	0.04169803	0.11055714	0.14529912	60_1	NA	NA	NA	NA	NA	NA
r104-il_bin.0032	1767	855	1	1	1	19	k__Bacteria (UID2569)	82.33	1.08	0	2145884	7	88	88	33087	33087	24385	24384	105514	105514	46.2	1.78	92.79	1815	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA1402;g__UBA1402;s__UBA1402 sp002305085	97.35	0.9	GCA_002305085.1	97.35	0.9	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA1402;g__UBA1402;s__	taxonomic classification defined by topology and ANI	81.91	N/A	N/A	CR933182.2.1358 Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Dysgonomonadaceae;uncultured;uncultured bacterium	r104-il	2021-11-02	Nanopore R10.4 + Illumina	MQ	402078	4363	1.08511283880242	N	Bacteria	 Bacteroidetes	0	0	6.59438	4.708659	17.702284	5.6738806	0.13824469	0.090787575	0.14628571	0.14943373	188_1	125965	75.017	1.005	0.33	197.93	16.37
r104-il_bin.0033	3760	2094	1	1	1	16	k__Bacteria (UID3187)	62.98	0	0	3982383	39	225	225	26985	26985	17699	17699	85665	85665	66.2	3.2	90.8	3865	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__;s__	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__;s__	taxonomic classification fully defined by topology	55.65	0.848455229147171	N/A	KF550883.1.1426 Bacteria;Acidobacteriota;Acidobacteriae;Solibacterales;Solibacteraceae;Candidatus Solibacter;uncultured bacterium	r104-il	2021-11-02	Nanopore R10.4 + Illumina	MQ	145706	5100	3.50019903092529	N	Bacteria	 Acidobacteria	0	0	3.6642804	3.3643556	9.669013	4.3607154	0.076818034	0.064868085	0.07990147	0.114848725	53_1	1067390	63.742	1.006	0.98	462.58	94.95
